ID,sp,sex,red,lon,lat,acc,link
107,san,m,NA,-119.573844773272,49.0810265355082,,https://www.inaturalist.org/observations/170223268
43,san,m,1,-119.572350974419,49.081512577523,5,https://www.inaturalist.org/observations/188086870
306,san,m,0,-119.536811939023,49.0899848695246,,https://www.inaturalist.org/observations/119121569
281,san,m,1,-119.522235137679,49.093110699363,,https://www.inaturalist.org/observations/123006402
282,san,m,1,-119.522212842174,49.0944216750728,,https://www.inaturalist.org/observations/123006401
283,san,m,1,-119.523702181926,49.0947293530454,15,https://www.inaturalist.org/observations/123003593
791,san,m,1,-119.52600753717,49.0950325719171,8,https://www.inaturalist.org/observations/217429529
56,san,m,1,-119.666995394278,49.1110853357095,8,https://www.inaturalist.org/observations/184917592
54,san,m,1,-119.102829928996,49.1827029577289,10,https://www.inaturalist.org/observations/185464772
46,san,m,1,-119.102843306299,49.1829392900847,5,https://www.inaturalist.org/observations/187205860
49,san,m,1,-119.102843306299,49.1829392900847,25,https://www.inaturalist.org/observations/187175427
38,san,m,1,-119.103026129443,49.1829437491858,20,https://www.inaturalist.org/observations/191202037
379,san,m,1,-119.549520377025,49.2579056969952,,https://www.inaturalist.org/observations/87191489
388,san,m,1,-119.550207078587,49.2592389682102,47,https://www.inaturalist.org/observations/86105935
429,san,m,1,-119.549841432301,49.2593638230397,,https://www.inaturalist.org/observations/82582004
428,san,m,1,-119.549850350503,49.2593816594439,,https://www.inaturalist.org/observations/82582005
343,san,m,1,-119.550198160385,49.2594530050608,8,https://www.inaturalist.org/observations/98527938
342,san,m,1,-119.550202619486,49.259470841465,,https://www.inaturalist.org/observations/98527939
389,san,m,1,-119.55038544263,49.2595198915766,,https://www.inaturalist.org/observations/86094069
380,san,m,1,-119.550452329145,49.259635828204,,https://www.inaturalist.org/observations/87179087
286,san,m,1,-119.586722657114,49.2874561596764,8,https://www.inaturalist.org/observations/122764915
61,san,m,1,-119.587204240028,49.2874784551817,10,https://www.inaturalist.org/observations/184181398
71,san,m,1,-119.587195321826,49.2874829142828,20,https://www.inaturalist.org/observations/182228032
287,san,m,1,-119.588109437542,49.2876345237186,,https://www.inaturalist.org/observations/122764888
351,san,m,1,-119.587610018224,49.2878307241649,,https://www.inaturalist.org/observations/96655620
378,san,m,1,-119.617704491233,49.2899889290748,4,https://www.inaturalist.org/observations/87198091
516,san,m,1,-119.519113766942,49.2998881334134,,https://www.inaturalist.org/observations/49874821
300,san,m,1,-120.592932187127,49.3758801335663,,https://www.inaturalist.org/observations/119819839
151,san,m,0,-117.598619075132,49.4335630647936,,https://www.inaturalist.org/observations/163900106
147,san,m,0,-117.598587861425,49.4335675238947,,https://www.inaturalist.org/observations/164709581
552,san,m,0,-115.89314223612,49.6033968466162,,https://www.inaturalist.org/observations/45554249
484,san,m,0,-115.728935839826,49.781337274154,8,https://www.inaturalist.org/observations/57995158
489,san,m,0,-115.743410081846,49.797439088058,,https://www.inaturalist.org/observations/55117369
115,san,m,1,-119.400581942739,49.9434612702552,15,https://www.inaturalist.org/observations/168914595
766,san,m,1,-119.399560808598,49.9436396342973,8,https://www.inaturalist.org/observations/221161605
10,san,m,1,-119.399534053992,49.9436619298026,8,https://www.inaturalist.org/observations/208983296
715,san,m,1,-119.39952959489,49.9436663889036,2,https://www.inaturalist.org/observations/213023136
714,san,m,1,-119.399618776912,49.9436797662068,2,https://www.inaturalist.org/observations/213023134
777,san,m,1,-119.399551890396,49.9436797662068,15,https://www.inaturalist.org/observations/219621101
816,san,m,1,-119.399596481406,49.943697602611,15,https://www.inaturalist.org/observations/214677816
713,san,m,1,-119.399681204326,49.9437288163184,2,https://www.inaturalist.org/observations/213023133
361,san,m,0,-114.941320361655,50.2170984655009,,https://www.inaturalist.org/observations/95084356
449,san,m,1,-119.256628783431,50.2781168043163,2120,https://www.inaturalist.org/observations/79083534
763,san,m,1,-121.392061064219,50.3792402980063,22,https://www.inaturalist.org/observations/221217754
761,san,m,1,-121.386108164312,50.3799269995686,204,https://www.inaturalist.org/observations/221300190
350,san,m,1,-121.494268119465,50.6372215894534,,https://www.inaturalist.org/observations/97065138
394,san,m,1,-121.29394746374,50.7358078546441,,https://www.inaturalist.org/observations/85422439
373,san,m,1,-121.293996513851,50.7358390683515,4,https://www.inaturalist.org/observations/88379666
355,san,m,1,-121.295873795395,50.7360129732925,3,https://www.inaturalist.org/observations/95674316
211,san,m,1,-121.687797564285,50.8341310328726,10,https://www.inaturalist.org/observations/136111310
220,san,m,1,-121.223672031137,50.8455864634789,,https://www.inaturalist.org/observations/133978387
51,san,m,1,-121.708594811598,50.8501302874523,20,https://www.inaturalist.org/observations/186298233
352,san,m,1,-119.56875693897,50.9017354639439,,https://www.inaturalist.org/observations/96613430
340,san,m,1,-119.568837202789,50.9018647778744,,https://www.inaturalist.org/observations/98831817
524,san,m,1,-122.948759996583,50.9394951316644,,https://www.inaturalist.org/observations/49301749
236,san,m,1,-123.006835328703,51.0494654818445,5270,https://www.inaturalist.org/observations/127189999
119,san,m,1,-121.76354431388,51.3692320774882,,https://www.inaturalist.org/observations/168320936
75,san,m,1,-121.948530121082,51.3877328877589,31,https://www.inaturalist.org/observations/180799071
144,san,m,1,-121.948530121082,51.3877328877589,50,https://www.inaturalist.org/observations/165235476
95,san,m,1,-122.181678678763,51.4090830636028,10,https://www.inaturalist.org/observations/172740456
136,san,m,1,-122.182182557182,51.4091767047249,,https://www.inaturalist.org/observations/165844219
128,san,m,1,-121.814221997353,51.4540976887374,,https://www.inaturalist.org/observations/166353389
135,san,m,1,-122.252203821024,51.4863860394654,45,https://www.inaturalist.org/observations/165929665
137,san,m,1,-122.252203821024,51.4863860394654,45,https://www.inaturalist.org/observations/165780349
141,san,m,1,-122.253782342797,51.486604535417,61,https://www.inaturalist.org/observations/165254280
142,san,m,1,-122.253782342797,51.486604535417,61,https://www.inaturalist.org/observations/165254232
121,san,m,1,-122.256355244105,51.487103954735,25,https://www.inaturalist.org/observations/167787410
143,san,m,1,-122.258214689244,51.488107252472,31,https://www.inaturalist.org/observations/165254227
140,san,m,1,-122.256939386343,51.4886423445984,,https://www.inaturalist.org/observations/165372210
73,san,m,1,-122.259391891922,51.4887092311142,20,https://www.inaturalist.org/observations/182073599
512,san,m,1,-121.438565029105,51.4905017897377,31,https://www.inaturalist.org/observations/50501524
130,san,m,1,-122.271859538468,51.5060239205047,,https://www.inaturalist.org/observations/166176523
481,san,m,1,-119.372257732848,52.9311570762871,31,https://www.inaturalist.org/observations/59704844
483,san,m,1,-119.373778286307,52.9312774720155,,https://www.inaturalist.org/observations/58880144
149,san,m,1,-119.387445431036,52.9375826409051,181,https://www.inaturalist.org/observations/164484498
482,san,m,1,-119.391387276367,52.9455733499929,,https://www.inaturalist.org/observations/59074255
581,tar,m,0,-115.824797594273,30.3177312812502,,https://www.inaturalist.org/observations/37902275
628,tar,m,0,-116.610299458545,31.8052026697597,,https://www.inaturalist.org/observations/35777101
335,tar,m,0,-116.620278926703,31.8569460783839,,https://www.inaturalist.org/observations/106535986
571,tar,m,0,-114.244407458012,32.6911011942499,,https://www.inaturalist.org/observations/37966525
667,tar,m,0,-114.613482793105,32.7312553992362,,https://www.inaturalist.org/observations/20068712
701,tar,m,0,-116.111098636511,32.8773979771618,,https://www.inaturalist.org/observations/4937894
697,tar,m,0,-115.407225076124,32.9743878841753,,https://www.inaturalist.org/observations/6597917
631,tar,m,0,-115.510002896304,33.0813349638411,,https://www.inaturalist.org/observations/35315173
793,tar,m,0,-116.644117280935,33.2723093437581,93,https://www.inaturalist.org/observations/216005384
474,tar,m,0,-117.720441715912,33.5513197557733,,https://www.inaturalist.org/observations/65653797
334,tar,m,0,-117.142065095573,33.6007622682539,6,https://www.inaturalist.org/observations/108336385
1,tar,m,0,-117.782762112235,33.7025635453041,,https://www.inaturalist.org/observations/209128068
3,tar,m,0,-117.706230560855,33.9233916067739,,https://www.inaturalist.org/observations/209023588
720,tar,m,0,-120.065291218574,33.9983803091897,4,https://www.inaturalist.org/observations/213518271
295,tar,m,0,-120.050116897689,34.0045606232497,25,https://www.inaturalist.org/observations/121167064
272,tar,m,0,-120.049367768712,34.0054747389657,24,https://www.inaturalist.org/observations/123740689
205,tar,m,1,-120.079225909366,34.0089439195853,31,https://www.inaturalist.org/observations/140101281
721,tar,m,0,-120.052640748886,34.0164798003656,5,https://www.inaturalist.org/observations/213689524
573,tar,m,0,-116.570265649288,34.0504492321908,,https://www.inaturalist.org/observations/37966521
559,tar,m,0,-117.295128198334,34.5407229339161,,https://www.inaturalist.org/observations/42593598
470,tar,m,0,-119.975975424474,34.6281837419784,,https://www.inaturalist.org/observations/71181758
467,tar,m,0,-119.93951335516,34.6652031989241,,https://www.inaturalist.org/observations/71222913
560,tar,m,0,-117.351268280596,34.6748526936037,141,https://www.inaturalist.org/observations/42593585
333,tar,m,0,-118.960798642242,34.8214188861294,16,https://www.inaturalist.org/observations/109600578
133,tar,m,0,-119.211859408854,34.8319869556261,,https://www.inaturalist.org/observations/166014903
575,tar,m,0,-114.601273774421,34.846581593374,,https://www.inaturalist.org/observations/37966379
568,tar,m,0,-114.562430545144,34.8664112157587,,https://www.inaturalist.org/observations/37966528
561,tar,m,0,-116.381431637876,35.0380197198006,,https://www.inaturalist.org/observations/42593582
664,tar,m,0,-116.381016941478,35.0383006431669,,https://www.inaturalist.org/observations/22535625
468,tar,m,0,-120.375131855273,35.1332661183022,,https://www.inaturalist.org/observations/71220681
99,tar,m,0,-119.840106615375,35.1336808147001,25,https://www.inaturalist.org/observations/171750239
666,tar,m,0,-120.84158058007,35.3302469073382,,https://www.inaturalist.org/observations/21408148
475,tar,m,0,-120.667425929326,35.7465708771931,28650,https://www.inaturalist.org/observations/65163115
31,tar,m,0,-120.305476237717,35.8256842480834,8,https://www.inaturalist.org/observations/206507542
577,tar,m,0,-116.266908545521,35.9202261086185,,https://www.inaturalist.org/observations/37966370
441,tar,m,0,-117.906881190058,35.937786048567,,https://www.inaturalist.org/observations/80488279
660,tar,m,0,-117.906881190058,35.937786048567,,https://www.inaturalist.org/observations/22705517
663,tar,m,0,-116.26233350784,35.9719026307269,,https://www.inaturalist.org/observations/22588778
44,tar,m,0,-115.023100274976,36.1011140019526,195,https://www.inaturalist.org/observations/187837400
466,tar,m,0,-115.023234048007,36.1023848457528,22,https://www.inaturalist.org/observations/71894606
288,tar,m,0,-115.025459139433,36.1027638693424,191,https://www.inaturalist.org/observations/122618103
659,tar,m,0,-117.215265698466,36.1214296663521,52,https://www.inaturalist.org/observations/22739725
179,tar,m,0,-119.664395738364,36.2085159099259,150,https://www.inaturalist.org/observations/154590947
567,tar,m,0,-117.97707189974,36.3102057094497,,https://www.inaturalist.org/observations/37966529
177,tar,m,0,-116.271073345904,36.3535035806787,4,https://www.inaturalist.org/observations/156011630
178,tar,m,0,-116.278346139723,36.3572581437657,4,https://www.inaturalist.org/observations/156009723
208,tar,m,0,-121.766656766415,36.5097638588946,,https://www.inaturalist.org/observations/137997644
576,tar,m,0,-116.885675703202,36.5342487827791,,https://www.inaturalist.org/observations/37966378
572,tar,m,0,-114.463019346258,36.5643789285972,,https://www.inaturalist.org/observations/37966522
227,tar,m,0,-121.924620421234,36.6096343451886,35,https://www.inaturalist.org/observations/132192010
218,tar,m,0,-121.925284827291,36.6097012317044,35,https://www.inaturalist.org/observations/134203337
223,tar,m,0,-121.924620421234,36.6099464822624,5,https://www.inaturalist.org/observations/132987009
229,tar,m,0,-121.924727439659,36.6099643186666,4,https://www.inaturalist.org/observations/130408954
225,tar,m,0,-121.924620421234,36.6099643186666,2,https://www.inaturalist.org/observations/132479698
212,tar,m,0,-121.923795487539,36.6099687777676,35,https://www.inaturalist.org/observations/135963594
317,tar,m,0,-121.924540157415,36.6099776959697,23,https://www.inaturalist.org/observations/117860435
52,tar,m,0,-121.92422356124,36.6100579597887,15,https://www.inaturalist.org/observations/186192691
587,tar,m,0,-121.939179386173,36.6203896969295,,https://www.inaturalist.org/observations/37902266
210,tar,m,0,-121.929672582727,36.6252099851683,4,https://www.inaturalist.org/observations/136308655
654,tar,m,0,-114.583334810883,36.6760036052681,,https://www.inaturalist.org/observations/25946542
586,tar,m,1,-117.831321722707,36.6951063941811,,https://www.inaturalist.org/observations/37902267
40,tar,m,0,-114.713571775351,36.7184453290948,509,https://www.inaturalist.org/observations/191051473
570,tar,m,0,-116.747755707619,36.9221326061152,,https://www.inaturalist.org/observations/37966526
708,tar,m,0,-122.023634760125,36.9813673045091,,https://www.inaturalist.org/observations/2410477
636,tar,m,0,-122.191368305352,37.0083270294783,8,https://www.inaturalist.org/observations/32645754
480,tar,m,0,-121.526369187948,37.0646856076928,,https://www.inaturalist.org/observations/61032086
19,tar,m,0,-121.782018369545,37.1819555062974,3,https://www.inaturalist.org/observations/208005103
34,tar,m,0,-121.80612872894,37.2049644677331,180,https://www.inaturalist.org/observations/205193908
783,tar,m,0,-122.545113251023,37.2134189233305,28420,https://www.inaturalist.org/observations/218563396
328,tar,m,0,-121.769140485702,37.2161657295794,4,https://www.inaturalist.org/observations/111850850
332,tar,m,0,-117.005835099289,37.2527481946219,,https://www.inaturalist.org/observations/111524969
784,tar,m,0,-118.027045045246,37.2793066004962,,https://www.inaturalist.org/observations/218412175
550,tar,m,0,-118.317947879771,37.2821871797767,,https://www.inaturalist.org/observations/45892737
584,tar,m,0,-118.407562433642,37.3619114475113,,https://www.inaturalist.org/observations/37902270
27,tar,m,0,-122.193620151384,37.3760111250423,4,https://www.inaturalist.org/observations/206679501
26,tar,m,0,-122.190538912556,37.3782094618616,2,https://www.inaturalist.org/observations/206690946
729,tar,m,0,-122.183061000089,37.3798414928472,4,https://www.inaturalist.org/observations/214664617
817,tar,m,0,-122.183061000089,37.3798414928472,4,https://www.inaturalist.org/observations/214664617
728,tar,m,0,-122.175462691894,37.3815314921464,2,https://www.inaturalist.org/observations/214664558
818,tar,m,0,-122.175462691894,37.3815314921464,2,https://www.inaturalist.org/observations/214664558
408,tar,m,0,-120.094538462384,37.4034524329252,,https://www.inaturalist.org/observations/84008703
492,tar,m,0,-122.169032668175,37.4126604766005,191,https://www.inaturalist.org/observations/53964923
318,tar,m,0,-118.403437765168,37.4798100793644,4,https://www.inaturalist.org/observations/117545564
442,tar,m,0,-115.233034752572,37.5345232492902,,https://www.inaturalist.org/observations/80422572
582,tar,m,0,-122.077518537255,37.5362578396,,https://www.inaturalist.org/observations/37902272
440,tar,m,0,-121.832892253463,37.5411583916577,5,https://www.inaturalist.org/observations/81113016
106,tar,m,0,-122.514153712409,37.5476731382968,5,https://inaturalist.org/observations/170276824
363,tar,m,0,-122.513886166346,37.5480610800884,,https://www.inaturalist.org/observations/93189230
39,tar,m,NA,-122.498426462993,37.619946248171,4,https://www.inaturalist.org/observations/191151550
454,tar,m,0,-122.573985930344,37.6245212858519,28360,https://www.inaturalist.org/observations/78289029
175,tar,m,0,-122.425167891786,37.7117011705478,15,https://www.inaturalist.org/observations/158488279
181,tar,m,0,-122.427054091532,37.7126420408701,62,https://www.inaturalist.org/observations/152096686
487,tar,m,0,-122.427178946361,37.712891750529,10,https://www.inaturalist.org/observations/56532128
486,tar,m,0,-122.427361769504,37.713052278167,6,https://www.inaturalist.org/observations/56686967
174,tar,m,0,-122.426086466603,37.7136141248997,4,https://www.inaturalist.org/observations/158488288
327,tar,m,0,-122.425306123919,37.7139262619734,4,https://www.inaturalist.org/observations/113525001
37,tar,m,0,-122.450673949812,37.7248243049481,25,https://www.inaturalist.org/observations/191716116
698,tar,m,0,-121.777608318603,37.8181399126935,,https://www.inaturalist.org/observations/6489668
477,tar,m,0,-122.530447267658,37.8194776430096,,https://www.inaturalist.org/observations/62460259
331,tar,m,0,-118.578934605328,37.8232990926124,,https://www.inaturalist.org/observations/111645477
330,tar,m,0,-117.338006914063,37.8256490388675,,https://www.inaturalist.org/observations/111651150
385,tar,m,0,-122.226180507276,37.8500715353373,,https://www.inaturalist.org/observations/86325013
20,tar,m,0,-121.769372358957,37.8588559644125,17,https://www.inaturalist.org/observations/207737977
21,tar,m,0,-121.771717846111,37.8655356977906,193,https://www.inaturalist.org/observations/207737301
684,tar,m,0,-122.246763717739,37.8786187002814,5,https://www.inaturalist.org/observations/10509687
668,tar,m,0,-120.663912157696,37.8846429458046,28330,https://www.inaturalist.org/observations/17710725
478,tar,m,0,-121.931197595288,37.9192634063836,5,https://www.inaturalist.org/observations/61758715
661,tar,m,0,-117.993187090947,37.9777534349016,,https://www.inaturalist.org/observations/22658613
585,tar,m,0,-119.122516860147,37.9780566537733,,https://www.inaturalist.org/observations/37902269
658,tar,m,0,-118.983718421657,38.0723175909421,3010,https://www.inaturalist.org/observations/24521098
563,tar,m,0,-119.006664955678,38.0830105152682,753,https://www.inaturalist.org/observations/42353760
14,tar,m,0,-122.953183424828,38.1202306317613,419,https://www.inaturalist.org/observations/208420219
125,tar,m,0,-122.579671284187,38.1271779112026,7,https://www.inaturalist.org/observations/166919748
344,tar,m,0,-122.899665293984,38.1649375789232,5,https://www.inaturalist.org/observations/98392687
345,tar,m,0,-122.952055272261,38.2203909596238,2,https://www.inaturalist.org/observations/98308742
549,tar,m,0,-118.095848974501,38.2699806224392,,https://www.inaturalist.org/observations/46102449
662,tar,m,0,-118.095242536758,38.2703150550182,,https://www.inaturalist.org/observations/22640976
548,tar,m,0,-118.103563219323,38.3477874767208,,https://www.inaturalist.org/observations/46111939
418,tar,m,0,-118.103594433031,38.3478231495292,,https://www.inaturalist.org/observations/83519593
326,tar,m,0,-117.29680482033,38.4567946610733,1000,https://www.inaturalist.org/observations/113841463
17,tar,m,0,-121.754416534024,38.5398142044864,5,https://www.inaturalist.org/observations/208216505
18,tar,m,0,-121.199178189051,38.6507298840898,1640,https://www.inaturalist.org/observations/208057712
651,tar,m,0,-109.712828176044,38.6563929424277,,https://www.inaturalist.org/observations/26143231
432,tar,m,0,-118.776718032554,38.8478890371679,,https://www.inaturalist.org/observations/82379819
652,tar,m,0,-110.149833456585,38.9896394005559,,https://www.inaturalist.org/observations/26120673
765,tar,m,0,-117.550612393191,39.3124381849159,2,https://www.inaturalist.org/observations/221171637
248,tar,m,0,-117.168984688633,39.4715121558965,,https://www.inaturalist.org/observations/126217766
374,tar,m,0,-121.53259855212,39.4839708842398,,https://www.inaturalist.org/observations/87956877
329,tar,m,0,-116.38644366746,39.5291594143155,,https://www.inaturalist.org/observations/111789797
547,tar,m,0,-118.771416161401,39.5416003062546,,https://www.inaturalist.org/observations/46122405
764,tar,m,0,-118.056287829955,39.7998402255628,,https://www.inaturalist.org/observations/221181006
769,tar,m,0,-114.774750641804,39.8883221677663,,https://www.inaturalist.org/observations/220041934
650,tar,m,0,-119.368596810883,40.1830999611065,25,https://www.inaturalist.org/observations/26233122
569,tar,m,0,-118.468353358304,40.186899115204,,https://www.inaturalist.org/observations/37966527
113,tar,m,0,-120.398934536696,40.2541289817868,27970,https://www.inaturalist.org/observations/169116096
514,tar,m,0,-120.236480567117,40.3480376499724,,https://www.inaturalist.org/observations/50428514
62,tar,m,0,-120.618540804477,40.3665875103547,162,https://www.inaturalist.org/observations/184115438
538,tar,m,0,-116.929499748355,40.6450004028287,,https://www.inaturalist.org/observations/46395998
539,tar,m,0,-117.492858116346,40.9587695075555,,https://www.inaturalist.org/observations/46395997
757,tar,m,0,-120.077919392758,41.5411504006408,,https://www.inaturalist.org/observations/221611684
583,tar,m,0,-122.660813546057,41.8290522601565,,https://www.inaturalist.org/observations/37902271
574,tar,m,0,-118.735319738373,41.9094587703523,,https://www.inaturalist.org/observations/37966520
541,tar,m,0,-118.723338133843,41.9152154698122,,https://www.inaturalist.org/observations/46285266
542,tar,m,0,-118.711031014935,41.9235941206917,15,https://www.inaturalist.org/observations/46238506
455,tar,m,0,-122.591813416356,42.0160892538433,,https://www.inaturalist.org/observations/77681609
45,tar,m,0,-122.718429590768,42.2122451091844,27660,https://www.inaturalist.org/observations/187288992
321,tub,m,0,-100.31076009564,29.8243763406969,,https://www.inaturalist.org/observations/117373408
323,tub,m,0,-100.320922386941,29.8532088881085,5,https://www.inaturalist.org/observations/117170137
557,tub,m,0,-109.770203429298,32.1575028666893,,https://www.inaturalist.org/observations/43361682
718,tub,m,0,-104.969512939653,38.2059390131096,28270,https://www.inaturalist.org/observations/213038567
781,tub,m,0,-104.907861408488,38.2651603342004,28270,https://www.inaturalist.org/observations/219115128
716,tub,m,0,-104.811629548654,38.2827425696542,28270,https://www.inaturalist.org/observations/213038524
717,tub,m,0,-104.890350518651,38.2991921934403,28270,https://www.inaturalist.org/observations/213038557
172,tub,m,0,-105.170257209978,40.1452511113648,3,https://www.inaturalist.org/observations/160619445
354,wau,m,1,-66.5359635723715,50.3074130982374,26390,https://www.inaturalist.org/observations/95809179
